 65  56  86  65  94  71  79  73  77  86  64  46  55  59  98  69
 69  66  60  67  86  66  60  75  74  79  87  79  82  75  74  95
 82  68  67  55  61  69  76  65  58  61  79  56  57  50  69  57
 63  52  57  76  63  70  73  76  65  69  82  91  69  45  73  64
 55  84  63  65  84  62  72  68  63  65  80  65  84  74  82  70
 55  73  72  62  57  72  78  57  62  59  70  69  59  58  49  66
 70  78  86  73  56  64  78  77  61  73  61  63  89  60  56  57
 58  64  77  65  67  74  77  71  57  64  71  71  64  61  70  78
 70  48  78  84  80  57  69  69  55  78  68  66  71  67  66  82
 85  77  52  68  57  77  65  79  45  61  65  69  71  72  63  52
 63  52  69  72  71  56  70  71  75  67  60  69  64  60  49  59
 64  55  71  68  71  68  67  82  75  54  48  64  75  66  59  69
 57  82  72  57  59  79  76  64  60  48  64  61  75  78  70  75
 65  68  94  88  63  57  53  72  63  59  81  90  65  69  55  68
 84  72  78  56  64  82  67  71  83  76  55  70  79  70  65  56
 86  57  72  67  63  74  75  76  60  46  53  72  75  69  72  54
 67  68  67  50  51  66  59  82  75  70  83  78  72  57  46  71
 77  60  73  71  88  69  64  61  61  82  68  81  80  66  77  55
 52  69  64  53  66  49  56  81  79  62  48  57  71  71  82  66
 78  66  88  85  87  72  87  87  85  62  58  75  85  66  73  84
 80  50  62  74  72  72  66  68  73  62  69  51  61  94  86  55
 71  78  71  78  70  62  57  66  61  68  64  52  64  74  66  69
 67  71  69  64  67  57  53  70  66  78  64  58  72  64  62  77
 59  60  72  51  62  75  82  68  67  79  82  81  81  64  63  71
 56  50  59  67  85  54  71  76  70  70  40  53  68  52  56  65
 75  63  57  58  77  74  69  57  68  88  69  62  56  70  63  70
 55  66  69  71  61  52  69  53  46  57  69  64  56  61  71  82
 85  82  83  93  77  65  65  55  73  75  92  70  74  71  73  82
 74  80  64  56  84  84  65  61  80  60  72  73  57  74  60  68
 60  47  63  47  61  69  76  75  67  68  92  75  78  56  77  84
 70  65  65  68  52  64  72  71  53  64  77  62  65  60  62  82
 54  75  68  66  90  75  59  67  58  57  67  58  57  62  61  60
 52  49  53  63  67  53  62  52  65  57  79  60  60  54  58  62
 58  62  53  60  56  68  61  52  58  70  74  54  59  57  59  68
 61  56  59  67  60  83  57  60  59  59  74  70  55  50  67  75
 57  67  67  71  54  70  69  68  56  59  66  68  86  72  80  94
 69  87  79  61  72  65  83  73  52  64  65  63  73  82  65  57
 70  81  56  82  70  74  69  68  44  71  70  69  71  78  61  77
 79  69  78  81  74  72  63  62  77  78  82  74  60  76  63  83
 73  72  78  76  61  68  72  88  71  90  65  65  67  89  73  62
 69  67  73  76  79  66  79  69  75  85  81  76  85  78  85  69
 63  77  72  57  79  62  56  89  69  59  62  58  79  72  78  56
 69  66  62  57  69  63  53  62  57  60  53  67  77  67  63  89
 87  81  63  76  73  80  75  47  53  70  68  57  57  63  45  57
 51  51  63  73  70  55  59  59  66  74  56  68  59  55  63  56
 61  64  53  73  67  54  63  51  49  58  57  69  67  51  52  76
 44  49  61  81  81  79  61  77  61  74  63  62  74  76  58  65
 60  57  60  68  81  79  77  75  64  70  65  53  57  71  67  63
 63  83  65  72  75  60  70  41  66  81  74  94  67  71  66  64
 79  73  62  77  86  70  68  52  56  76  85  91  64  55  61  68
 63  62  52  57  72  64  88  58  53  69  75  82  69  61  58  69
 65  73  58  56  55  50  60  83  57  62  44  67  50  52  70  62
 64  49  60  59  69  71  66  71  81  70  65  56  54  77  70  66
 63  66  71  66  60  58  53  61  66  71  68  63  79  73  67  72
 75  98  56  48  72  88  66  58  60  78  80  73  51  70  85  65
 74  54  53  66  79  79  64  56  61  69  68  68  60  78  58  86
 85  67  66  65  76  59  59  60  68  75  70  82  79  82  76  87
 64  84  83  82  54  64  79  64  72  73  69  68  61  61  73  69
 52  62  82  77  76  88  81  73  79  60  57  63  68  62  77  69
 75  62  77  66  87  63  60  56  52  79  84  73  53  75  72  52
 45  59  60  65  75  68  74  66  42  47  64  58  79  74  55  35
 43  72  72  72  44  47  44  56  50  63  49  53  75  64  55  59
 68  51  70  64  62  59  61  86  74  67  87  60  66  74  56  60
 61  68  65  55  68  71  62  59  70  69  85  71  66  75  77  71
 63  62  67  64  59  67  82  62  52  65  63  59  60  68  76  75
 59  69  75  63  64  62  61  80  80  74  61  54  87  61  69  64
 78  89  64  53  71  73  72  60  77  63  64  66  62  67  72  54
 56  70  93  79  61  66  71  72  79  58  81  69  71  68  81  56
 75  47  75  56  78  73  79  74  70  76  80  66  64  59  75  68
 56  57  80  73  79  56  65  64  71  73  78  62  64  85  79  59
 65  55  74  50  56  61  59  58  61  47  81  69  66  66  59  54
 68  64  62  55  70  76  72  76  63  90  67  70  71  97  71  74
 67  89  66  52  65  73  71  52  78  76  63  46  60  60  63  64
 70  68  61  58  69  77  73  58  50  73  61  61  52  49  63  58
 69  54  76  67  60  69  62  61  64  57  62  71  55  62  53  62
 65  78  78  82  73  70  83  88  56  67  76  99  72  68  63  62
 69  61  69  74  72  63  66  70  63  66  65  70  69  68  66  75
 56  74  62  55  86  72  59  78  84  74  71  66  59  68  67  72
 66  70  68  68  70  76  65  75  70  74  76  76  85  76  77  78
 74  77  69  73  74  74  75  63  76  53  49  57  81  57  62  58
 65  86  69  53  81  79  78  55  59  75  52  83  60  57  52  63
 85  75  57  43  76  72  82  59  50  50  86  73  65  68  71  87
 61  75  72  62  82  70  53  67  70  63  55  70  62  70  60  64
 55  52  60  67  69  64  67  42  59  78  75  53  71  61  75  63
 69  70  85  71  59  87  76  73  58  63  64  60  75  72  57  67
 56  70  52  63  51  56  64  67  68  83  57  74  56  76  71  67
 80  75  71  73  79  64  66  70  65  58  60  50  70  65  63  63
 77  70  81  79  64  66  71  73  89  64  59  63  60  89  76  59
 76  69  57  75  69  58  69  76  64  74  57  57  68  57  59  48
 52  78  78  60  84  68  66  74  63  74  63  74  65  66  71  55
 81  57  70  78  46  45  59  65  75  78  74  57  66  72  77  66
 72  69  69  78  76  88  82  52  69  63  75  73  68  46  55  76
 67  61  64  64  62  67  84  60  69  70  62  71  62  71  73  78
 80  66  58  77  68  70  80  69  73  67  81  72  56  62  59  58
 66  71  74  82  73  64  71  62  74  66  69  61  60  85  68  57
 73  64  65  67  76  67  71  81  75  56  70  64  49  64  64  79
 75  64  73  67  66  80  61  73  56  98  86  80  65  76  75 104
 87  60  66  60  58  67  66  78  70  59  70  65  76  89  67  86
 80  70  86  62  64  73  72  72  71  61  65  66  53  64  63  76
 64  60  82  59  72  80  66  61  62  73  57  58  60  65  55  53
 52  62  64  64  69  49  69  70  74  52  72  64  76  75  67  69
 59  67  67  58  74  65  69  70  66  61  71 101  62  62  65  51
 85  74  74  57  61  77  83  54  69  79  62  53  50  75  69  78
 72  67  71  69  71  69  62  67  71  69  71  59  66  67  74  67
 57  63  66  70  77  77  70  86  80  60  61  75  72  85  75  68
 78  68  67  60  67  54  55  64  57  79  63  65  63  65  79  70
 59  68  66  76  62  71  49  75  76  70  62  66  80  71  68  58
 57  63  45  59  68  75  57  58  72  64  67  59  52  62  66  78
 81  62  72  81  73  60  70  64  73  65  67  63  73  64  73  81
 85  79  84  71  77  44  68  74  80  83  63  75  67  98  64  59
 55  60  66  89  78  74  69  65  67  60  72  61  75  70  69  53
 66  70  70  83  77  63  64  71  72  47  56  70  61  77  66  65
 56  75  64  88  76  74  78  84  63  66  47  81  69  67  65  81
 82  91  64  47  64  68  74  75  81  66  69  84  73  84  80  72
 64  64  78  55  70  61  70  79  72  69  69  71  79  82  80  75
 84  59  83  51  90  75  84  68  62  81  74  79  71  58  54  75
 79  69  82  75  54  58  78  90  67  63  59  72  67  73  60  65
 73  88  68  52  36  65  72  74  50  84  71  69  76  63  48  55
 77  69  65  70  59  74  70  79  69  61  79  76  68  54  64  72
 72  58  78  57  64  80  53  57  63  68  61  55  81  63  76  54
 62  70  66  59  71  70  69  85  75  72  83  77  85  48  65  75
 59  68  52  58  68  73  73  62  58  52  68  78  74  59  68  69
 65  58  73  68  60  72  54  77  61  77  64  62  64  63  82  48
 55  58  60  69  52  61  78  71  65  69  39  85  71  67  59  69
 66  86  63  64  69  80  75  74  75  78  66  65  56  77  76  76
 79  80  83  68  62  53  68  73  91  81  73  76  88  81  66  58
 61  61  69  57  64  65  72  51  61  53  56  70  65  52  71  64
 77  55  54  66  52  55  77  69  51  61  76  80  80  69  75  73
 72  68  45  53  84  70  76  67  54  57  57  75  72  56  72  69
 71  68  78  73  69  68  72  67  50  69  83  67  67  68  62  59
 42  75  60  72  62  49  54  56  67  72  67  59  54  61  67  51
 68  63  71  58  56  44  62  86  55  52  68  61  68  71  59  50
 69  73  64  78  64  72  74  80  63  77  60  77  70  59  62  64
 76  66  72  67  74  71  61  52  61  62  83  75  52  55  59  96
 69  71  70  71  80  57  62  62  85  74  87  72  74  70  72  77
 55  66  64  86  79  64  71  78  75  56  78  75  78  80  67  78
 54  68  63  64  71  76  91  72  76  58  77  83  69  64  74  73
 60  56  55  66  58  56  62  62  70  75  71  60  78  74  73  65
 75  77  68  63  58  74  69  58  65  75  60  72  58  66  64  70
 62  69  73  67  88  69  65  55  83  85  52  62  61  64  93  86
 98  77  73  70  66  72  74  91  73  89  68  71  78  62  74  76
 87  72  58  69  73  93  61  57  65  67  67  85  59  58  69  75
 61  84  66  71  68  73  76  76  68  62  67  77  55  45  56  80
 56  68  73  67  59  61  50  62  71  49  69  71  63  61  71  77
 85  73  71  59  72  79  71  73  54  59  57  64  75  66  49  51
 71  84  75  59  68  61  66  66  66  64  55  67  54  54  53  46
 69  62  50  63  81  54  68  54  55  62  50  66  52  57  61  72
 86  66  60  74  60  55  52  63  60  51  82  71  60  54  83  79
 65  65  56  73  63  80  62  60  71  92  81  64  75  80  70  71
 63  70  73  60  76  62  65  81  84  59  54  72  59  70  64  94
 71  67  70  93  84  94  76  66  67  84  78  96  68  72  59  80
 66  72  73  78  61  68  58  63  64  64  92  47  64  53  71  82
 62  72  51  73  69  76  70  74  71  74  87  87  78  77  61  57
 68  67  66  59  73  66  83  58  73  78  67  67  80  62  73  58
 71  62  65  69  86  69  96  73  61  74  80  74  66  73  66  73
 78  58  78  60  68  67  91  59  65  77  55  68  79  74  64 103
 65  51  88  69  67  80  59  57  72  71  83  43  46  87  67  89
 70  71  70  85  88  90  93  80  92  72  75  75  66  66  67  61
 64  49  68  66  70  77  61  57  68  82  69  54  42  68  69  73
 70  65  54  83  81  63  68  85  70  81  66  62  78  61  71  53
 56  64  79  87  64  67  57  77  68  51  62  64  66  69  83  71
 47  52  67  71  71  54  60  66  58  79  83  78  89  66  70  61
 61  61  61  70  83  82  48  62  56  77  72  66  54  81  73  71
 79  76  68  68  73  79  62  60  65  70  88  62  64  56  65  69
 74  70  63  65  61  71  54  48  52  67  56  61  76  62  56  70
 55  53  76  62  68  65  62  61  60  75  66  52  73  64  72  49
 87  81  59  63  60  61  83  78  75  61  72  69  69  56  82  77
 79  63  74  67  62  55  80  83  74  65  89  71  96  75  76  70
 78  75  70  68  64  75  67  72  75  74  85  67  69  60  72  75
 87  66  85  82  98  79  67  68  82  66  59  74  67  71  69  76
 61  64  67  71  70  65  73  76  75  56  70  79  64  61  68  59
 60  60  64  62  67  62  78  58  74  67  59  67  76 104  59  65
 84  84  63  72  81  69  56  79  69  90  69  92  75  79  55  63
 69  82  76  65  70  83  68  67  53  61  68  72  68  83  63  70
 96  70  86  87  77  62  73  87  68  75  74  66  72  62  79  90
 65  61  66  67  75  72  78  78  93  75  79  84  95  66  75  67
 85  84  78  74  78  67  82  84  78  53  70  56  74  70  74  64
 66  74  68  68  67  63  79  71  67  77  67  72  61  74  75  71
 63  94  73  73  60  69  65  67  75  62  55  74  59  63  64  50
 55  56  65  60  54  46  53  61  65  60  62  64  74  59  65  69
 61  57  55  83  76  70  75  71  60  61  69  76  62  79  98  63
 69  87  91  82  88  81  84  76  90  79  66  47  61  69  61  62
 56  75  70  56  87  53  50  67  70  65  55  72  79  90  71  67
 92  90  59  60  73  66  52  53  64  60  48  67  55  49  53  69
 67  62  56  59  64  65  60  40  67  77  75  48  51  73  57  71
 51  57  60  79  74  68  70  65  60  72  71  52  77  78  84  66
 63  49  69  58  56  54  64  66  61  57  71  72  59  78  45  52
 58  59  60  72  80  48  61  65  48  62  56  57  60  65  67  69
 52  67  60  56  66  55  72  66  59  64  75  75  64  61  63  71
 47  70  80  73  79  63  72  59  69  75  81  70  66  77  77  65
 65  76  61  78  79  68  75 100  76  77  61  67  57  74  70  91
 53  66  77  47  51  87  67  57  72  62  67  61  59  65  65  70
 80  68  52  65  71  71  62  74  70  63  57  65  56  80  65  68
 61  71  71  68  78  59  88  63  67  62  66  71  74  67  64  58
 66  68  71  62  66  74  71  69  57  62  75  76  55  69  56  68
 71  72  62  59  76  60  69  66  55  70  67  69  81  54  60  70
 68  73  75  74  82  77  58  73  57  75  75  79  69  95  45  74
 76  82  80  52  54  49  68  67  58  66  81  84  65  69  58  75
 63  61  54  48  63  65  73  60  67  78  81  67  79  61  75  82
 68  72  75  78  82  98  63  78  65  81  67  77  84  96  67  57
 87  78  87  84  73  72  80  67  70  60  76  66  87  56  45  62
 56  55  58  62  66  76  68  72  75  83  65  55  83  69  64  75
 74  61  75  52  61  78  80  71  68  75  71  79  65  67  68  73
 72  57  70  78  59  53  57  57  62  58  70  71  70  69  61  69
 66  69  53  73  75  94  87  64  57  60  75  72  55  68  78  68
 62  69  77  76  73  62  74  73  88  72  58  59  63  54  62  69
 76  71  70  70  73  69  82  58  73  48  65  75  50  70  76  80
 75  47  60  69  80  72  62  62  74  87  76  70  56  60  77  83
 72  61  80  91  82  65  56  57  61  76  76  60  74  90  75  70
 61  61  77  71  61  53  72  58  58  65  51  72  73  56  61  68
 53  63  55  78  81  67  74  66  64  78  72  61  78  58  74  62
 75  86  88  67  85  53  60  85  67  68  55  73  73  78  77  58
 62  67  74  50  71  73  68  71  60  71  63  78  74  70  71  70
 69  78  65  72  69  85  75  61  51  66  92  63  74  70  76  72
 77  71  83  81  81  70  87  67  61  67  77  62  66  66  78  84
 66  56  61  88  70  79  75  72  72  86  85 102  69  65  74  84
 81  67  51  68  63  64  72  65  66  55  66  67  72  66  53  89
 90  67  62  66  61  74  71  77  79  72  77  83  55  88  54  53
 61  83  70  64  62  84  68  69  67  60  72  77  44  77  86  78
 73  70  70  72  77  71  73  79  81  77  90  73  71  51  62  71
 61  73  85  87  56  58  69  67  59  71  84  60  97  86  68  59
 58  67  51  61  69  58  80  60  49  62  82  83  66  58  62  81
 59  70  84  72  58  48  63  64  72  62  60  61  75  63  60  64
 77  61  71  79  81  76  80  81  81  90  83  67  96  81  79  95
 85  73  75  89  83  69  90  66  77  91  86  64  67  76  57  78
 57  65  81  66  61  70  67  69  75  81  85  88  73  82  67  67
 69  76  63  47  66  73  66  57  57  68  74  56  67  69  71  65
 65  64  57  84  66  71  74  77  64  80  81  68  81  65  73  75
 73  74  69  78  67  78  85  77  73  59  55  76  71  64  53  56
 73  75  77  64  73  73  58  57  59  71  69  84  63  57  56  76
 86  89  74  63  75  73  51  79  62  68  70  71  60  63  71  64
 72  86  71  58  65  75  78  61  61  59  59  90  74  44  68  68
 66  68  85  69  76  60  68  66  62  45  67  53  60  63  68  73
 72  73  76  70  61  80  89  64  65  78  62  60  74  55  65  51
 55  78  73  49  63  69  59  84  61  55  58  79  58  63  72  78
 79  77  89  71  59  53  50  57  72  80  62  81  66  60  70  72
 72  76  62  49  66  66  61  50  64  76  62  54  64  53  55  64
 58  52  68  68  62  77  91  73  58  70  70  67  73  56  72  64
 66  55  65  55  69  63  61  62  89  70  69  65  72  82  71  77
 53  64  46  73  71  84  61  53  77  61  66  64  41  73  57  73
 79  70  66  62  64  86  91  61  73  74  69  57  80  78  72  65
 54  79  70  73  48  68  84  77  67  65  62  74  73  72  44  37
 65  72  80  55  59  78  71  63  58  71  85  66  76  73  75  58
 74  59  68  65  81  59  52  60  67  60  72  71  70  66  67  96
 67  63  67  73  84  66  65  79  94  78  52  65  54  50  58  54
 71  79  51  64  67  80  68  73  61  69  81  68  92  78  62  78
 63  73  58  90  85  74  75  80  81  95  87  62  73  62  80  75
 71  52  68  71  76  71  67  57  73  78  76  58  58  68  68  69
 69  67  60  61  78  80  59  66  89  80  61  57  68  63  86  63
 70  66  67  58  66  51  71  71  94  62  65  74  56  61  65  56
 61  83  61  72  67  92  55  52  72  82  84  91  71  79  65  91
 75  74  81  90  79  73  61  74  87  65  64  61  68  79  61  61
 79  71  84  56  79  65  48  52  50  57  58  51  56  72  70  61
 60  63  70  68  58  48  61  70  95  61  78  52  61  57  82  75
 54  63  76  74  52  67  70  69  71  82  47  74  79  62  48  69
 63  68  74  51  63  67  62  67  73  62  65  79  67  71  71  69
 66  90  76  73  71  68  56  48  61  79  74  94  72  68  72  71
 60  51  56  78  54  68  75  59  79  75  76  79  55  73  71  74
 69  65  67  61  67  68  57  60  66  62  60  72  54  77  61  59
 59  69  55  69  68  77  69  64  75  71  72  65  84  55  77  62
 58  52  51  73  54  72  71  52  60  63  72  72  59  71  71  63
 62  56  48  54  53  66  77  76  57  76  63  56  65  64  80  65
 58  65  57  57  61  83  73  62  75  75  80  79  80  71  69  70
 73  71  95  52  60  53  66  66  52  56  57  70  68  66  50  64
 80  74  64  76  78  68  75  81  65  66  75  56  65  55  69  93
 81  77  78  66  76  62  89  70  51  48  77  62  69  55  64  60
 61  47  41  61  71  80  64  61  76  73  72  62  57  70  66  69
 56  66  54  57  66  72  62  81  91  62  68  61  69  75  79  81
 69  59  75  75  68  71  68  79  74  79  70  58  74  87  73  56
 64  41  65  85  78  71  73  52  70  74  68  85  88  76  84  81
 77  57  79  68  77  72  49  64  77  81  54  62  69  61  73  56
 71  62  71  71  69  78  69  58  78  69  61  68  64  59  72  55
 62  62  72  93  74  61  68  66  72  73  65  74  57  63  68  65
 74  90  79  99  85  87  95  62  59  72  73  76  64  84  75  88
 78  97  88  62  67  76  79  68  73  71  64  73  95  73  65  79
 63  57  60  56  67  66  70  73  59  53  62  60  67  68  59  69
 59  67  67  90  83  71  84  72  95  68  65  72  76  69  58  47
 57  56  76  77  70  73  56  56  66  76  77  61  52  61  73  68
 71  75  87  71  74  71  60  69  62  64  41  46  65  64  68  58
 50  37  71  66  60  48  61  51  58  60  64  66  55  82  79  63
 62  42  48  71  72  57  47  57  55  73  61  68  71  85  80  81
 69  76  61  78  75  72  57  59  71  83  76  43  58  68  63  61
 71  62  77  74  83  73  74  75  55  69  85  81  78  75  68  71
 63  64  74  76  65  72  54  57  64  73  79  71  55  61  69  70
 74  66  80  67  61  75  70  79  76  79  71  61  80  65  66  80
 87  66  70  71  63  59  71  86  93  71  55  70  64  68  63  64
 67  66  59  62  71  77  73  65  59  63  78  80  69  70  66  78
 55  72  73  52  77  88  73  78  74  62  83  67  74  75  65  47
 67  66  78  48  64  56  69  64  69  68  68  67  80  62  76  68
 66  75  78  46  77  70  66  61  59  69  66  88  78  59  55  76
 78  78  60  68  88  73  84  86  81 108  80  68  67  75  60  79
 79  68  78  86  95  76  65  57  80  81  57  70  69  78  54  70
 66  67  69  78  98  77  76  69  83  69  66  59  61  59  70  62
 69  69  57  68  71  66  68  72  89  66  70  64  44  48  59  72
 70  70  63  64  49  72  82  78  80  77  79  83  83  74  69  78
 77  64  66  55  53  71  75  78  74  80  80  79  77  65  67  82
 75  71  71  66  77  68  68  89  88  62  54  74  59  74  79  74
 63  57  76  64  81  74  56  62  76  85  80  82  72  70  55  76
 67  56  64  60  68  63  84  78  66  65  58  79  80  54  71  62
 77  81  77  63  79  76  80  72  63  67  68  64  52  65  67  71
 65  63  66  65  69  58  71  79  70  50  56  59  67  66  89  74
 79  76  68  98  72  75  71  91  52  72  77  54  56  78  89  78
 74  68  83  72  86  79  76  82  63  67  56  60  63  79  73  48
 77  78  83  67  68  68  67  79  60  67  64  74  68  47  59  67
 64  81  55  70  80  66  59  65  63  66  53  43  53  58  60  81
 55  77  68  63  83  71  73  90  85  87  97  76  73  85  72  75
 78  86  61  67  73  60  58  70  73  81  79  69  82  74  75  68
 66  72  71  62  68  64  53  66  63  67  80  70  61  97  69  68
 49  80  68  54  66  52  71  55  81  87  76  60  81  77  97  68
 58  85  78  72  64  69  65  62  84  77  79  61  61  69  72  85
 76  90  76  83  80  75  71  71  76  68  72  60  69  77  72  70
 66  55  59  77  62  61  76  76  93  58  50  57  69  82  60  47
 71  78  73  88  77  65  68  81  55  66  71  74  74  65  58  63
 73  69  77  69  75  80  73  77  66  74  68  76  79  79  57  56
 64  83  67  52  62  69  68  55  69  68  77  77  79  75  75  75
 87  55  59  72  77  80  54  48  76  71  64  63  63  54  88  69
 70  68  65  76  63  78  67  73  71  73  77  70  65  70  65  84
 68  62  89  80  80  80  76  69  63  67  72  85  74  62  70  66
 75  71  80  56  49  79  74  70  60  60  66  69  58  49  73  78
 83  71  65  69  65  66  84  76  67  72  82  63  81  78  82  72
 60  68  79  89  67  65  72  63  77  67  62  70  66  58  86  83
 63  81  72  70  64  72  84  77  65  86  64  91  67  72  83  75
 64  73  63  76  71  69  63  73  82  68  78  85 104  79  59  66
 59  77  66  95  75  72  60  62  81  74  72  60  68  48  69  83
 71  74  59  76  64  77  69  60  65  81  61  71  78  64  69  62
 73  94  89  69  63  74  78  81  74  74  77  55  67  72  78  51
