V1 V2
-12.52  -0.32
-16.89   0.15
-14.59  -0.47
-16.03  -0.46
-13.03  -0.84
-15.31   0.12
-13.23  -1.16
-14.23   0.63
-12.45   0.69
-15.40   0.09
-15.98  -0.24
-15.73   0.57
-14.10   1.38
-15.12  -0.64
-14.13  -0.37
-13.61  -0.82
-12.81  -0.64
-14.29  -0.48
-13.35  -0.57
-13.86   0.33
-13.29  -0.14
-15.74  -0.90
-13.55  -0.71
-13.67  -1.15
-12.83  -0.76
-13.22  -0.44
-15.85  -0.29
-14.00  -0.22
-16.50  -0.34
-13.59  -0.92
 -7.58  -0.92
-15.04  -0.23
-12.96   0.17
-15.68  -0.14
-16.75  -0.32
-15.86  -0.17
-13.18  -0.23
-10.39  -1.00
-14.28  -0.35
-13.80  -1.31
-11.94  -1.76
-20.42   1.55
-17.76  -0.52
-13.46  -1.31
-13.20   0.21
-20.64   1.97
-13.22  -0.77
-15.26  -0.18
-15.23  -0.64
-13.13  -0.86
-11.55  -0.34
-19.70   0.91
-14.98  -0.46
-12.95  -1.29
-19.06   0.87
-13.98   0.16
-12.64  -0.40
-14.52   0.17
-16.91  -0.03
-12.61   0.19
-14.33  -1.11
-13.55  -1.41
-17.44  -0.21
-14.22  -1.31
-15.16  -0.50
-15.68  -0.43
-14.61   0.52
-10.39  -0.99
-15.81  -0.06
-13.41  -0.86
-16.26  -0.15
-13.49  -1.26
-12.54  -0.14
-14.68  -0.39
-14.83   0.03
-16.08   0.25
-19.08   0.76
-13.90  -0.26
-14.89  -0.19
-14.70  -0.44
-15.11  -0.17
-12.20   0.43
-17.12   0.29
-13.82   1.99
-12.89  -0.38
-13.60  -1.03
-14.58  -0.36
-18.05  -0.03
-15.15  -0.94
-14.10  -0.29
-13.38  -1.01
-12.07  -0.50
-14.45  -0.02
-11.84  -0.64
-15.54  -0.07
-10.75  -0.26
-12.26   0.13
-12.45   1.14
-16.12  -0.04
-15.33   0.54
-16.13   0.29
-18.09   1.15
-14.46  -0.49
-13.16  -1.12
-12.30   0.40
-17.49  -0.20
-13.70  -0.93
-12.11  -1.23
-14.40  -0.20
-15.18   0.58
-12.33  -1.53
-16.53   0.49
-13.24  -1.14
-15.27  -0.43
-16.02  -0.40
-12.80  -1.23
-11.44  -0.87
-15.88  -0.28
-13.73  -1.03
-14.13  -0.94
-19.41   0.44
-13.00  -1.22
-14.39  -1.22
-17.34  -0.47
-11.30  -0.45
-16.31  -0.39
-12.73  -2.07
-16.27  -0.36
-13.62  -0.67
-16.73  -0.08
-13.80   0.20
-12.46  -1.56
-13.70   0.70
-14.22   0.63
-16.93   0.18
-13.80  -0.85
-12.06  -2.73
-14.82  -0.41
-15.24   0.02
-15.60   0.54
-10.23  -3.33
-12.47  -1.05
-16.10  -0.24
-16.47  -0.23
-11.57  -0.91
-16.47   0.22
-13.10  -0.74
-15.64  -0.77
-13.52  -0.20
-15.14  -0.42
-15.41  -0.34
-14.00  -0.90
-16.85  -0.04
-16.74  -0.19
-10.60  -0.08
-15.22  -0.37
-11.52  -1.79
-11.38  -0.98
-16.54  -0.28
-13.64   0.27
-12.92   0.01
-13.08  -0.13
-12.38  -2.03
-14.16  -0.39
-13.18  -0.28
-13.52   0.47
-12.61  -1.58
-19.61   0.79
-10.63  -0.06
-15.41  -0.23
-17.25   0.08
-13.89  -0.24
-14.57   0.01
-17.39   0.47
-11.85  -0.54
-18.85   0.27
-13.17  -1.42
-12.06  -0.45
-13.64  -1.10
-13.34  -0.09
-12.43  -1.01
-17.97  -0.24
-14.01  -0.94
-11.70  -0.11
-11.59  -1.45
-16.27  -0.19
-14.82  -0.89
-15.01  -0.71
-13.36  -0.90
-10.35  -0.96
-14.22   0.90
-13.74  -1.03
-17.17  -0.15
-15.31  -0.92
-12.65  -0.89
-18.22  -0.23
-15.51  -0.18
-12.90  -0.30
-12.81   0.13
-12.21  -0.74
-11.78  -0.91
-12.45  -1.14
-15.00  -0.18
-13.32  -0.69
-15.61   0.12
-15.01  -0.59
-14.88  -0.78
-15.94  -0.09
-15.47   0.60
-14.47  -0.11
-14.68  -1.13
-13.74  -0.74
-10.36  -0.54
-14.25  -0.19
-16.73  -0.66
-15.05   0.00
-10.35  -0.08
-12.81  -0.52
-17.14  -0.47
-13.79  -0.94
-11.22  -1.33
-14.82  -1.36
-12.68  -0.45
-15.79  -0.20
-13.09  -0.98
-14.79  -0.76
-14.87  -0.50
-12.34   0.21
-18.97   0.17
-19.58   0.59
-16.04   0.14
-13.75  -0.30
-13.96  -1.06
-12.70  -0.52
-16.60   0.12
-15.15  -0.22
-12.52  -0.57
-17.73  -0.02
-14.02  -0.85
-13.00  -0.87
-10.36   0.28
-15.22  -0.98
